3,2,-10,-10,1217
3,2,-10,-9,1012
3,2,-10,-8,829
3,2,-10,-7,668
3,2,-10,-6,529
3,2,-10,-5,412
3,2,-10,-4,317
3,2,-10,-3,244
3,2,-10,-2,193
3,2,-10,-1,164
3,2,-10,0,157
3,2,-10,1,172
3,2,-10,2,209
3,2,-10,3,268
3,2,-10,4,349
3,2,-10,5,452
3,2,-10,6,577
3,2,-10,7,724
3,2,-10,8,893
3,2,-10,9,1084
3,2,-10,10,1297
3,2,-9,-10,1185
3,2,-9,-9,980
3,2,-9,-8,797
3,2,-9,-7,636
3,2,-9,-6,497
3,2,-9,-5,380
3,2,-9,-4,285
3,2,-9,-3,212
3,2,-9,-2,161
3,2,-9,-1,132
3,2,-9,0,125
3,2,-9,1,140
3,2,-9,2,177
3,2,-9,3,236
3,2,-9,4,317
3,2,-9,5,420
3,2,-9,6,545
3,2,-9,7,692
3,2,-9,8,861
3,2,-9,9,1052
3,2,-9,10,1265
3,2,-8,-10,1157
3,2,-8,-9,952
3,2,-8,-8,769
3,2,-8,-7,608
3,2,-8,-6,469
3,2,-8,-5,352
3,2,-8,-4,257
3,2,-8,-3,184
3,2,-8,-2,133
3,2,-8,-1,104
3,2,-8,0,97
3,2,-8,1,112
3,2,-8,2,149
3,2,-8,3,208
3,2,-8,4,289
3,2,-8,5,392
3,2,-8,6,517
3,2,-8,7,664
3,2,-8,8,833
3,2,-8,9,1024
3,2,-8,10,1237
3,2,-7,-10,1133
3,2,-7,-9,928
3,2,-7,-8,745
3,2,-7,-7,584
3,2,-7,-6,445
3,2,-7,-5,328
3,2,-7,-4,233
3,2,-7,-3,160
3,2,-7,-2,109
3,2,-7,-1,80
3,2,-7,0,73
3,2,-7,1,88
3,2,-7,2,125
3,2,-7,3,184
3,2,-7,4,265
3,2,-7,5,368
3,2,-7,6,493
3,2,-7,7,640
3,2,-7,8,809
3,2,-7,9,1000
3,2,-7,10,1213
3,2,-6,-10,1113
3,2,-6,-9,908
3,2,-6,-8,725
3,2,-6,-7,564
3,2,-6,-6,425
3,2,-6,-5,308
3,2,-6,-4,213
3,2,-6,-3,140
3,2,-6,-2,89
3,2,-6,-1,60
3,2,-6,0,53
3,2,-6,1,68
3,2,-6,2,105
3,2,-6,3,164
3,2,-6,4,245
3,2,-6,5,348
3,2,-6,6,473
3,2,-6,7,620
3,2,-6,8,789
3,2,-6,9,980
3,2,-6,10,1193
3,2,-5,-10,1097
3,2,-5,-9,892
3,2,-5,-8,709
3,2,-5,-7,548
3,2,-5,-6,409
3,2,-5,-5,292
3,2,-5,-4,197
3,2,-5,-3,124
3,2,-5,-2,73
3,2,-5,-1,44
3,2,-5,0,37
3,2,-5,1,52
3,2,-5,2,89
3,2,-5,3,148
3,2,-5,4,229
3,2,-5,5,332
3,2,-5,6,457
3,2,-5,7,604
3,2,-5,8,773
3,2,-5,9,964
3,2,-5,10,1177
3,2,-4,-10,1085
3,2,-4,-9,880
3,2,-4,-8,697
3,2,-4,-7,536
3,2,-4,-6,397
3,2,-4,-5,280
3,2,-4,-4,185
3,2,-4,-3,112
3,2,-4,-2,61
3,2,-4,-1,32
3,2,-4,0,25
3,2,-4,1,40
3,2,-4,2,77
3,2,-4,3,136
3,2,-4,4,217
3,2,-4,5,320
3,2,-4,6,445
3,2,-4,7,592
3,2,-4,8,761
3,2,-4,9,952
3,2,-4,10,1165
3,2,-3,-10,1077
3,2,-3,-9,872
3,2,-3,-8,689
3,2,-3,-7,528
3,2,-3,-6,389
3,2,-3,-5,272
3,2,-3,-4,177
3,2,-3,-3,104
3,2,-3,-2,53
3,2,-3,-1,24
3,2,-3,0,17
3,2,-3,1,32
