2,4,-10,-10,1376
2,4,-10,-9,1159
2,4,-10,-8,964
2,4,-10,-7,791
2,4,-10,-6,640
2,4,-10,-5,511
2,4,-10,-4,404
2,4,-10,-3,319
2,4,-10,-2,256
2,4,-10,-1,215
2,4,-10,0,196
2,4,-10,1,199
2,4,-10,2,224
2,4,-10,3,271
2,4,-10,4,340
2,4,-10,5,431
2,4,-10,6,544
2,4,-10,7,679
2,4,-10,8,836
2,4,-10,9,1015
2,4,-10,10,1216
2,4,-9,-10,1342
2,4,-9,-9,1125
2,4,-9,-8,930
2,4,-9,-7,757
2,4,-9,-6,606
2,4,-9,-5,477
2,4,-9,-4,370
2,4,-9,-3,285
2,4,-9,-2,222
2,4,-9,-1,181
2,4,-9,0,162
2,4,-9,1,165
2,4,-9,2,190
2,4,-9,3,237
2,4,-9,4,306
2,4,-9,5,397
2,4,-9,6,510
2,4,-9,7,645
2,4,-9,8,802
2,4,-9,9,981
2,4,-9,10,1182
2,4,-8,-10,1312
2,4,-8,-9,1095
2,4,-8,-8,900
2,4,-8,-7,727
2,4,-8,-6,576
2,4,-8,-5,447
2,4,-8,-4,340
2,4,-8,-3,255
2,4,-8,-2,192
2,4,-8,-1,151
2,4,-8,0,132
2,4,-8,1,135
2,4,-8,2,160
2,4,-8,3,207
2,4,-8,4,276
2,4,-8,5,367
2,4,-8,6,480
2,4,-8,7,615
2,4,-8,8,772
2,4,-8,9,951
2,4,-8,10,1152
2,4,-7,-10,1286
2,4,-7,-9,1069
2,4,-7,-8,874
2,4,-7,-7,701
2,4,-7,-6,550
2,4,-7,-5,421
2,4,-7,-4,314
2,4,-7,-3,229
2,4,-7,-2,166
2,4,-7,-1,125
2,4,-7,0,106
2,4,-7,1,109
2,4,-7,2,134
2,4,-7,3,181
2,4,-7,4,250
2,4,-7,5,341
2,4,-7,6,454
2,4,-7,7,589
2,4,-7,8,746
2,4,-7,9,925
2,4,-7,10,1126
2,4,-6,-10,1264
2,4,-6,-9,1047
2,4,-6,-8,852
2,4,-6,-7,679
2,4,-6,-6,528
2,4,-6,-5,399
2,4,-6,-4,292
2,4,-6,-3,207
2,4,-6,-2,144
2,4,-6,-1,103
2,4,-6,0,84
2,4,-6,1,87
2,4,-6,2,112
2,4,-6,3,159
2,4,-6,4,228
2,4,-6,5,319
2,4,-6,6,432
2,4,-6,7,567
2,4,-6,8,724
2,4,-6,9,903
2,4,-6,10,1104
2,4,-5,-10,1246
2,4,-5,-9,1029
2,4,-5,-8,834
2,4,-5,-7,661
2,4,-5,-6,510
2,4,-5,-5,381
2,4,-5,-4,274
2,4,-5,-3,189
2,4,-5,-2,126
2,4,-5,-1,85
2,4,-5,0,66
2,4,-5,1,69
2,4,-5,2,94
2,4,-5,3,141
2,4,-5,4,210
2,4,-5,5,301
2,4,-5,6,414
2,4,-5,7,549
2,4,-5,8,706
2,4,-5,9,885
2,4,-5,10,1086
2,4,-4,-10,1232
2,4,-4,-9,1015
2,4,-4,-8,820
2,4,-4,-7,647
2,4,-4,-6,496
2,4,-4,-5,367
2,4,-4,-4,260
2,4,-4,-3,175
2,4,-4,-2,112
2,4,-4,-1,71
2,4,-4,0,52
2,4,-4,1,55
2,4,-4,2,80
2,4,-4,3,127
2,4,-4,4,196
2,4,-4,5,287
2,4,-4,6,400
2,4,-4,7,535
2,4,-4,8,692
2,4,-4,9,871
2,4,-4,10,1072
2,4,-3,-10,1222
2,4,-3,-9,1005
2,4,-3,-8,810
2,4,-3,-7,637
2,4,-3,-6,486
2,4,-3,-5,357
2,4,-3,-4,250
2,4,-3,-3,165
2,4,-3,-2,102
2,4,-3,-1,61
2,4,-3,0,42
2,4,-3,1,45
2,4,-3,2,70
2,4,-3,3,117
2,4,-3,4,186
2,4,-3,5,277
2,4,-3,6,390
2,4,-3,7,525
2,4,-3,8,682
2,4,-3,9,861
2,4,-3,10,1062
2,4,-2,-10,1216
2,4,-2,-9,999
2,4,-2,-8,804
2,4,-2,-7,631
2,4,-2,-6,480
2,4,-2,-5,351
2,4,-2,-4,244
2,4,-2,-3,159
2,4,-2,-2,96
2,4,-2,-1,55
2,4,-2,0,36
2,4,-2,1,39
2,4,-2,2,64
2,4,-2,3,111
2,4,-2,4,180
2,4,-2,5,271
2,4,-2,6,384
2,4,-2,7,519
2,4,-2,8,676
2,4,-2,9,855
2,4,-2,10,1056
2,4,-1,-10,1214
2,4,-1,-9,997
2,4,-1,-8,802
2,4,-1,-7,629
2,4,-1,-6,478
2,4,-1,-5,349
2,4,-1,-4,242
2,4,-1,-3,157
2,4,-1,-2,94
2,4,-1,-1,53
2,4,-1,0,34
2,4,-1,1,37
2,4,-1,2,62
2,4,-1,3,109
2,4,-1,4,178
2,4,-1,5,269
2,4,-1,6,382
2,4,-1,7,517
2,4,-1,8,674
2,4,-1,9,853
2,4,-1,10,1054
2,4,0,-10,1216
2,4,0,-9,999
2,4,0,-8,804
2,4,0,-7,631
2,4,0,-6,480
2,4,0,-5,351
2,4,0,-4,244
2,4,0,-3,159
2,4,0,-2,96
2,4,0,-1,55
2,4,0,0,36
2,4,0,1,39
2,4,0,2,64
2,4,0,3,111
2,4,0,4,180
2,4,0,5,271
2,4,0,6,384
2,4,0,7,519
2,4,0,8,676
2,4,0,9,855
2,4,0,10,1056
2,4,1,-10,1222
2,4,1,-9,1005
2,4,1,-8,810
2,4,1,-7,637
2,4,1,-6,486
2,4,1,-5,357
2,4,1,-4,250
2,4,1,-3,165
2,4,1,-2,102
2,4,1,-1,61
2,4,1,0,42
2,4,1,1,45
2,4,1,2,70
2,4,1,3,117
2,4,1,4,186
2,4,1,5,277
2,4,1,6,390
2,4,1,7,525
2,4,1,8,682
2,4,1,9,861
2,4,1,10,1062
2,4,2,-10,1232
2,4,2,-9,1015
2,4,2,-8,820
2,4,2,-7,647
2,4,2,-6,496
2,4,2,-5,367
2,4,2,-4,260
2,4,2,-3,175
2,4,2,-2,112
2,4,2,-1,71
2,4,2,0,52
2,4,2,1,55
2,4,2,2,80
2,4,2,3,127
2,4,2,4,196
2,4,2,5,287
2,4,2,6,400
2,4,2,7,535
2,4,2,8,692
2,4,2,9,871
2,4,2,10,1072
2,4,3,-10,1246
2,4,3,-9,1029
2,4,3,-8,834
2,4,3,-7,661
2,4,3,-6,510
2,4,3,-5,381
2,4,3,-4,274
2,4,3,-3,189
2,4,3,-2,126
2,4,3,-1,85
2,4,3,0,66
2,4,3,1,69
2,4,3,2,94
2,4,3,3,141
2,4,3,4,210
2,4,3,5,301
2,4,3,6,414
2,4,3,7,549
2,4,3,8,706
2,4,3,9,885
2,4,3,10,1086
2,4,4,-10,1264
2,4,4,-9,1047
2,4,4,-8,852
2,4,4,-7,679
2,4,4,-6,528
2,4,4,-5,399
2,4,4,-4,292
2,4,4,-3,207
2,4,4,-2,144
2,4,4,-1,103
2,4,4,0,84
2,4,4,1,87
2,4,4,2,112
2,4,4,3,159
2,4,4,4,228
2,4,4,5,319
2,4,4,6,432
2,4,4,7,567
2,4,4,8,724
2,4,4,9,903
2,4,4,10,1104
2,4,5,-10,1286
2,4,5,-9,1069
2,4,5,-8,874
2,4,5,-7,701
2,4,5,-6,550
2,4,5,-5,421
2,4,5,-4,314
2,4,5,-3,229
2,4,5,-2,166
2,4,5,-1,125
2,4,5,0,106
2,4,5,1,109
2,4,5,2,134
2,4,5,3,181
2,4,5,4,250
2,4,5,5,341
2,4,5,6,454
2,4,5,7,589
2,4,5,8,746
2,4,5,9,925
2,4,5,10,1126
2,4,6,-10,1312
2,4,6,-9,1095
2,4,6,-8,900
2,4,6,-7,727
2,4,6,-6,576
2,4,6,-5,447
2,4,6,-4,340
2,4,6,-3,255
2,4,6,-2,192
2,4,6,-1,151
2,4,6,0,132
2,4,6,1,135
2,4,6,2,160
2,4,6,3,207
2,4,6,4,276
2,4,6,5,367
2,4,6,6,480
2,4,6,7,615
2,4,6,8,772
2,4,6,9,951
2,4,6,10,1152
2,4,7,-10,1342
2,4,7,-9,1125
2,4,7,-8,930
2,4,7,-7,757
2,4,7,-6,606
2,4,7,-5,477
2,4,7,-4,370
2,4,7,-3,285
2,4,7,-2,222
2,4,7,-1,181
2,4,7,0,162
2,4,7,1,165
2,4,7,2,190
2,4,7,3,237
2,4,7,4,306
2,4,7,5,397
2,4,7,6,510
2,4,7,7,645
2,4,7,8,802
2,4,7,9,981
2,4,7,10,1182
2,4,8,-10,1376
2,4,8,-9,1159
2,4,8,-8,964
2,4,8,-7,791
2,4,8,-6,640
2,4,8,-5,511
2,4,8,-4,404
2,4,8,-3,319
2,4,8,-2,256
2,4,8,-1,215
2,4,8,0,196
2,4,8,1,199
2,4,8,2,224
2,4,8,3,271
2,4,8,4,340
2,4,8,5,431
2,4,8,6,544
2,4,8,7,679
2,4,8,8,836
2,4,8,9,1015
2,4,8,10,1216
2,4,9,-10,1414
2,4,9,-9,1197
2,4,9,-8,1002
2,4,9,-7,829
2,4,9,-6,678
2,4,9,-5,549
2,4,9,-4,442
2,4,9,-3,357
2,4,9,-2,294
2,4,9,-1,253
2,4,9,0,234
2,4,9,1,237
2,4,9,2,262
2,4,9,3,309
2,4,9,4,378
2,4,9,5,469
2,4,9,6,582
2,4,9,7,717
2,4,9,8,874
2,4,9,9,1053
2,4,9,10,1254
2,4,10,-10,1456
2,4,10,-9,1239
2,4,10,-8,1044
2,4,10,-7,871
2,4,10,-6,720
2,4,10,-5,591
2,4,10,-4,484
2,4,10,-3,399
2,4,10,-2,336
2,4,10,-1,295
2,4,10,0,276
2,4,10,1,279
2,4,10,2,304
2,4,10,3,351
2,4,10,4,420
2,4,10,5,511
2,4,10,6,624
2,4,10,7,759
2,4,10,8,916
2,4,10,9,1095
2,4,10,10,1296
